filename	ATTRIBUTE_sampletype	CONTROL	CASE	ATTRIBUTE_media
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_96RM_GW-9591-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run789.mzML	gw-9591-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_95RZM_GW-7986-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run607.mzML	gw-7986-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_95RM_GW-7986-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run959.mzML	gw-7986-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_95LM_GW-7986-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run248.mzML	gw-7986-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_94RZM_GW-7986-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run521.mzML	gw-7986-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_94RM_GW-7986-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run807.mzML	gw-7986-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_94LM_GW-7986-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run202.mzML	gw-7986-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_93RZM_GW-7986-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run427.mzML	gw-7986-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_93RM_GW-7986-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run725.mzML	gw-7986-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_93LM_GW-7986-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run65.mzML	gw-7986-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_92RZM_GW-4579-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run594.mzML	gw-4579-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_92RM_GW-4579-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run978.mzML	gw-4579-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_92LM_GW-4579-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run309.mzML	gw-4579-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_91RZM_GW-4579-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run573.mzML	gw-4579-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_91RM_GW-4579-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run929.mzML	gw-4579-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_91LM_GW-4579-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run144.mzML	gw-4579-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_90RZM_GW-4579-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run436.mzML	gw-4579-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_90RM_GW-4579-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run734.mzML	gw-4579-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_90LM_GW-4579-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run29.mzML	gw-4579-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_8RZM_BESC-133-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run528.mzML	besc-133-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_8RM_BESC-133-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run874.mzML	besc-133-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_8LM_BESC-133-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run214.mzML	besc-133-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_89RZM_GW-4579-Clat-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run579.mzML	gw-4579-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_89RM_GW-4579-Clat-RM_3_Rg70to1050-CE205060-root-S1_Run962.mzML	gw-4579-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_89LM_GW-4579-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run266.mzML	gw-4579-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_88RZM_GW-4579-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run500.mzML	gw-4579-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_88RM_GW-4579-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run838.mzML	gw-4579-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_87RZM_GW-4579-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run385.mzML	gw-4579-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_87RM_GW-4579-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run777.mzML	gw-4579-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_86RZM_GW-11047-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run534.mzML	gw-11047-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_86RM_GW-11047-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run835.mzML	gw-11047-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_86LM_GW-11047-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run160.mzML	gw-11047-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_85RZM_GW-11047-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run348.mzML	gw-11047-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_85RM_GW-11047-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run795.mzML	gw-11047-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_85LM_GW-11047-Clat-LM_1_Rg70to1050-CE102040-leaf-S1_Run17.mzML	gw-11047-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_84RZM_BESC-360-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run403.mzML	besc-360-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_84RM_BESC-360-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run722.mzML	besc-360-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_84LM_BESC-360-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run74.mzML	besc-360-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_83RZM_BESC-905-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run430.mzML	besc-905-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_83RM_BESC-905-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run798.mzML	besc-905-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_83LM_BESC-905-Clat-LM_1_Rg70to1050-CE102040-leaf-S1_Run38.mzML	besc-905-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_82RZM_BESC-904-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run610.mzML	besc-904-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_82RM_BESC-904-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run956.mzML	besc-904-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_82LM_BESC-904-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run290.mzML	besc-904-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_81RM_BESC-904-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run847.mzML	besc-904-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_81LM_BESC-904-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run135.mzML	besc-904-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_80RZM_BESC-904-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run366.mzML	besc-904-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_80RM_BESC-904-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run743.mzML	besc-904-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_80LM_BESC-904-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run77.mzML	besc-904-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_7RZM_BESC-133-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run354.mzML	besc-133-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_7RM_BESC-133-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run719.mzML	besc-133-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_79RZM_BESC-904-Clat-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run616.mzML	besc-904-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_79RM_BESC-904-Clat-RM_3_Rg70to1050-CE205060-root-S1_Run947.mzML	besc-904-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_79LM_BESC-904-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run260.mzML	besc-904-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_78RZM_BESC-904-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run467.mzML	besc-904-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_78RM_BESC-904-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run914.mzML	besc-904-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_77RZM_BESC-866-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run619.mzML	besc-866-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_77RM_BESC-866-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run1005.mzML	besc-866-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_77LM_BESC-866-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run257.mzML	besc-866-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_76RZM_BESC-866-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run488.mzML	besc-866-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_76RM_BESC-866-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run813.mzML	besc-866-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_76LM_BESC-866-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run175.mzML	besc-866-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
