target,n_missing,pct_missing,n_zero,pct_zero,n_nonzero,pct_nonzero,n_samples_present,mean,median,variance,metabolite_key,assay,name,inchikey,kegg,chebi,Confidence Score,Entropy Similarity,Spectra with Annotation (n),flag_present_lt_10_samples,flag_present_lt_20_samples,flag_zero_gt_95pct
C18_negative|IK:BJEPYKJPYRNKOW-REOHCLBHSA-N,0,0.0,90,85.71428571428571,15,14.285714285714286,15,1796103.191950325,0.0,33233231297722.277,C18_negative|IK:BJEPYKJPYRNKOW-REOHCLBHSA-N,C18_negative,CID 138628585,BJEPYKJPYRNKOW-REOHCLBHSA-N,C00149,30797.0,,0.9503624,4.0,False,True,False
C18_negative|IK:BJEPYKJPYRNKOW-UWTATZPHSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,257594.89678849588,0.0,477331123140.609,C18_negative|IK:BJEPYKJPYRNKOW-UWTATZPHSA-N,C18_negative,D-Malic acid,BJEPYKJPYRNKOW-UWTATZPHSA-N,C00497,30796.0,,0.92523104,3.0,False,False,False
C18_negative|IK:BJHIKXHVCXFQLS-PQLUHFTBSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,323521.09113221255,0.0,927662815994.0541,C18_negative|IK:BJHIKXHVCXFQLS-PQLUHFTBSA-N,C18_negative,Tagatose,BJHIKXHVCXFQLS-PQLUHFTBSA-N,C00795,47693.0,0.9980043350413418,0.8329047,4.0,False,False,False
C18_negative|IK:BJRNKVDFDLYUGJ-RMPHRYRLSA-N,0,0.0,45,42.857142857142854,60,57.142857142857146,60,245272.7223771456,30313.12657444738,229047847422.21896,C18_negative|IK:BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C18_negative,Arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C06186,18305.0,0.9964494154360836,0.3523782,1.0,False,False,False
C18_negative|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,0,0.0,13,12.380952380952381,92,87.61904761904762,92,1130589.9738311057,462453.3473844986,2496191266396.158,C18_negative|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,C18_negative,"2-(Hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",BJRNKVDFDLYUGJ-UHFFFAOYSA-N,,,0.9941239015185862,0.3850773,1.0,False,False,False
C18_negative|IK:BLUAFEHZUWYNDE-DCJAHCNHSA-N,0,0.0,86,81.9047619047619,19,18.095238095238095,19,12276.952636358506,0.0,806371954.6871918,C18_negative|IK:BLUAFEHZUWYNDE-DCJAHCNHSA-N,C18_negative,Artemisnini,BLUAFEHZUWYNDE-DCJAHCNHSA-N,,,0.827845674731112,0.32329258,1.0,False,True,False
C18_negative|IK:BPSJMBKZSUTYNF-GXCUHXBUSA-N,0,0.0,60,57.142857142857146,45,42.857142857142854,45,145113.64798364814,0.0,91099395541.8562,C18_negative|IK:BPSJMBKZSUTYNF-GXCUHXBUSA-N,C18_negative,"NCGC00380365-01_C19H28O13_4-Hydroxy-3,5-dimethoxyphenyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside",BPSJMBKZSUTYNF-GXCUHXBUSA-N,,,0.791572275927017,0.33677432,1.0,False,False,False
C18_negative|IK:BTJIUGUIPKRLHP-UHFFFAOYSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,6652.0149250362465,0.0,827454609.2896099,C18_negative|IK:BTJIUGUIPKRLHP-UHFFFAOYSA-N,C18_negative,4-Nitrophenol,BTJIUGUIPKRLHP-UHFFFAOYSA-N,C00870,16836.0,0.998296827303877,0.55139196,1.0,True,True,False
C18_negative|IK:BUBVKRMIMSPLND-YTDPHAJHSA-N,0,0.0,99,94.28571428571429,6,5.714285714285714,6,6788.248293636168,0.0,977429979.7120126,C18_negative|IK:BUBVKRMIMSPLND-YTDPHAJHSA-N,C18_negative,"(2R,3S,4S,5R,6S)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-6-[4-[(3R,6S)-3-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2,6-dimethoxyphenoxy]-2-(hydroxymethyl)oxane-3,4-diol",BUBVKRMIMSPLND-YTDPHAJHSA-N,,,0.8275468814882067,0.30729306,1.0,True,True,False
C18_negative|IK:CBQJSKKFNMDLON-JTQLQIEISA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,6493.742505320073,0.0,1462270693.3200736,C18_negative|IK:CBQJSKKFNMDLON-JTQLQIEISA-N,C18_negative,N-Acetyl-L-phenylalanine,CBQJSKKFNMDLON-JTQLQIEISA-N,C03519,16259.0,0.9984091610295216,0.78589046,1.0,True,True,True
C18_negative|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,0,0.0,91,86.66666666666667,14,13.333333333333334,14,20909.961759157886,0.0,7076971267.383665,C18_negative|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,C18_negative,"4-(2-(3,5-Dihydroxyphenyl)Ethenyl)Benzene-1,2-Diol",CDRPUGZCRXZLFL-UHFFFAOYSA-N,,,0.9979775608794876,0.5291717,1.0,False,True,False
C18_negative|IK:CFJLERBDXYGARW-TVKJYDDYSA-N,0,0.0,93,88.57142857142857,12,11.428571428571429,12,21638.013546240356,0.0,5364448255.897184,C18_negative|IK:CFJLERBDXYGARW-TVKJYDDYSA-N,C18_negative,4-Acetyl-3-hydroxy-5-methylphenyl beta-D-glucopyranoside,CFJLERBDXYGARW-TVKJYDDYSA-N,,,0.842447638784355,0.37863508,1.0,False,True,False
C18_negative|IK:CKEXCBVNKRHAMX-UHFFFAOYSA-N,0,0.0,65,61.904761904761905,40,38.095238095238095,40,31182.100434899505,0.0,4115457905.81141,C18_negative|IK:CKEXCBVNKRHAMX-UHFFFAOYSA-N,C18_negative,"2,3-Dihydro-5-hydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one",CKEXCBVNKRHAMX-UHFFFAOYSA-N,,,0.9383221421214804,0.5523074,1.0,False,False,False
C18_negative|IK:CQLRUIIRRZYHHS-UHFFFAOYSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,13557.589528899196,0.0,7021858452.836671,C18_negative|IK:CQLRUIIRRZYHHS-UHFFFAOYSA-N,C18_negative,Isorhamnetin 3-galactoside,CQLRUIIRRZYHHS-UHFFFAOYSA-N,,,0.9873596899018704,0.33928862,1.0,True,True,True
C18_negative|IK:CQSLTKIXAJTQGA-FLIBITNWSA-N,0,0.0,92,87.61904761904762,13,12.380952380952381,13,27249.552941684567,0.0,9366261104.945675,C18_negative|IK:CQSLTKIXAJTQGA-FLIBITNWSA-N,C18_negative,"12,13-DiHOME",CQSLTKIXAJTQGA-FLIBITNWSA-N,C14829,72665.0,0.9543113759527684,0.4206579,2.0,False,True,False
C18_negative|IK:CSGSKMJWQQEEQK-NHCPJIJJSA-N,0,0.0,46,43.80952380952381,59,56.19047619047619,59,382271.3000033905,24252.2682414474,599440896183.6333,C18_negative|IK:CSGSKMJWQQEEQK-NHCPJIJJSA-N,C18_negative,"[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-(2-hydroxycyclohexyl)oxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",CSGSKMJWQQEEQK-NHCPJIJJSA-N,,,0.997553110058357,0.65411246,3.0,False,False,False
C18_negative|IK:CUCUKLJLRRAKFN-UHFFFAOYSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,40987.038516892106,0.0,12065224326.00296,C18_negative|IK:CUCUKLJLRRAKFN-UHFFFAOYSA-N,C18_negative,Usnic Acid,CUCUKLJLRRAKFN-UHFFFAOYSA-N,,,0.9913832155801082,0.8655424,1.0,False,False,False
C18_negative|IK:CWVRJTMFETXNAD-UHFFFAOYSA-N,0,0.0,75,71.42857142857143,30,28.571428571428573,30,90065.37289380156,0.0,50129203079.48366,C18_negative|IK:CWVRJTMFETXNAD-UHFFFAOYSA-N,C18_negative,"3-{[3-(3,4-Dihydroxyphenyl)prop-2-enoyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylic acid",CWVRJTMFETXNAD-UHFFFAOYSA-N,,,0.9960546898980628,0.6847128,1.0,False,False,False
C18_negative|IK:CXMXRPHRNRROMY-UHFFFAOYSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,5506.564593201427,0.0,856198204.5006337,C18_negative|IK:CXMXRPHRNRROMY-UHFFFAOYSA-N,C18_negative,Sebacic Acid,CXMXRPHRNRROMY-UHFFFAOYSA-N,C08277,41865.0,0.9973121650401128,0.70918614,1.0,True,True,True
C18_negative|IK:CXQWRCVTCMQVQX-UHFFFAOYSA-N,0,0.0,99,94.28571428571429,6,5.714285714285714,6,6893.27311221823,0.0,869565029.2236152,C18_negative|IK:CXQWRCVTCMQVQX-UHFFFAOYSA-N,C18_negative,(+/-)-Taxifolin,CXQWRCVTCMQVQX-UHFFFAOYSA-N,,,0.9950989500878642,0.77880573,1.0,True,True,False
C18_negative|IK:CZDNLUMNELLDDD-QZFWYPLZSA-N,0,0.0,4,3.8095238095238093,101,96.19047619047619,101,31672346.939673837,14211813.854977012,1309330243560952.8,C18_negative|IK:CZDNLUMNELLDDD-QZFWYPLZSA-N,C18_negative,Salicortin,CZDNLUMNELLDDD-QZFWYPLZSA-N,,,0.9898972266438352,0.69677037,2.0,False,False,False
C18_negative|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N,0,0.0,88,83.80952380952381,17,16.19047619047619,17,1604967.5711772498,0.0,19668837458694.633,C18_negative|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N,C18_negative,Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C00089,17992.0,0.7041246190829198,0.65146977,3.0,False,True,False
C18_negative|IK:CZOXIGOPZRIBJM-TZWBTVLISA-N,0,0.0,89,84.76190476190476,16,15.238095238095237,16,22351.8089370968,0.0,4391162947.150229,C18_negative|IK:CZOXIGOPZRIBJM-TZWBTVLISA-N,C18_negative,"(2S,3S)-3,5,7-trihydroxy-2-[4-hydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-2,3-dihydrochromen-4-one",CZOXIGOPZRIBJM-TZWBTVLISA-N,,,0.9936899864962656,0.7128352,1.0,False,True,False
C18_negative|IK:CZSKYBTXDJQXNC-ZFQONWCHSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,7290.109301210867,0.0,1143239307.907848,C18_negative|IK:CZSKYBTXDJQXNC-ZFQONWCHSA-N,C18_negative,"5,8-dihydroxy-6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one",CZSKYBTXDJQXNC-ZFQONWCHSA-N,,,0.993928295172537,0.5166518,1.0,True,True,False
C18_negative|IK:DANYIYRPLHHOCZ-UHFFFAOYSA-N,0,0.0,63,60.0,42,40.0,42,174695.65387336662,0.0,179060428216.62192,C18_negative|IK:DANYIYRPLHHOCZ-UHFFFAOYSA-N,C18_negative,Acacetin,DANYIYRPLHHOCZ-UHFFFAOYSA-N,C01470,15335.0,0.9986884276646018,0.76005006,2.0,False,False,False
C18_negative|IK:DJOJDHGQRNZXQQ-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,16516.851925714516,0.0,1338603507.0563698,C18_negative|IK:DJOJDHGQRNZXQQ-UHFFFAOYSA-N,C18_negative,"4'-5-Dihydroxy-7-methoxyflavanone, 7-O-Methylnaringenin, Naringenin 7-O-methyl ether",DJOJDHGQRNZXQQ-UHFFFAOYSA-N,,,0.997400729527128,0.41799152,1.0,False,False,False
C18_negative|IK:DLIKSSGEMUFQOK-UHFFFAOYSA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,66220.88209393731,0.0,71080308307.6515,C18_negative|IK:DLIKSSGEMUFQOK-UHFFFAOYSA-N,C18_negative,Naringenin 7-0-glucoside,DLIKSSGEMUFQOK-UHFFFAOYSA-N,,,0.9951502385985272,0.57903796,1.0,False,False,False
C18_negative|IK:DLRVVLDZNNYCBX-ABXHMFFYSA-N,0,0.0,88,83.80952380952381,17,16.19047619047619,17,747763.2420321221,0.0,4501035491530.728,C18_negative|IK:DLRVVLDZNNYCBX-ABXHMFFYSA-N,C18_negative,Melibiose,DLRVVLDZNNYCBX-ABXHMFFYSA-N,C05402,28053.0,0.7729816879753733,0.638037,3.0,False,True,False
C18_negative|IK:DRTQHJPVMGBUCF-UHFFFAOYSA-N,0,0.0,15,14.285714285714286,90,85.71428571428571,90,236759.85017140012,128770.16232954276,75133392087.35422,C18_negative|IK:DRTQHJPVMGBUCF-UHFFFAOYSA-N,C18_negative,Tgba01AD,DRTQHJPVMGBUCF-UHFFFAOYSA-N,,,0.9869109186956486,0.6767002,1.0,False,False,False
C18_negative|IK:DRTQHJPVMGBUCF-XVFCMESISA-N,0,0.0,91,86.66666666666667,14,13.333333333333334,14,13226.96406981651,0.0,3781463842.0679045,C18_negative|IK:DRTQHJPVMGBUCF-XVFCMESISA-N,C18_negative,Uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,C00299,16704.0,0.95110757411875,0.47641993,1.0,False,True,False
C18_negative|IK:DUBCCGAQYVUYEU-ZUGPOPFOSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,47523.23521203451,0.0,194764076458.22888,C18_negative|IK:DUBCCGAQYVUYEU-ZUGPOPFOSA-N,C18_negative,Querciturone,DUBCCGAQYVUYEU-ZUGPOPFOSA-N,,66395.0,0.9933203823552816,0.48831373,1.0,True,True,True
C18_negative|IK:DYHOLQACRGJEHX-UHFFFAOYSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,41879.46674246514,0.0,6840514510.766193,C18_negative|IK:DYHOLQACRGJEHX-UHFFFAOYSA-N,C18_negative,Farrerol,DYHOLQACRGJEHX-UHFFFAOYSA-N,,,0.9991061518162324,0.42360446,1.0,False,False,False
C18_negative|IK:FAQJJMHZNSSFSM-UHFFFAOYSA-N,0,0.0,94,89.52380952380952,11,10.476190476190476,11,46039.22942026987,0.0,95162493907.17697,C18_negative|IK:FAQJJMHZNSSFSM-UHFFFAOYSA-N,C18_negative,Benzoylformic acid,FAQJJMHZNSSFSM-UHFFFAOYSA-N,C02137,18280.0,0.9934162289839616,0.63279057,1.0,False,True,False
C18_negative|IK:FBPFZTCFMRRESA-GUCUJZIJSA-N,0,0.0,86,81.9047619047619,19,18.095238095238095,19,811841.7996996702,0.0,6774035293296.048,C18_negative|IK:FBPFZTCFMRRESA-GUCUJZIJSA-N,C18_negative,Galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C01697,16813.0,0.9972630767907604,0.8242347,1.0,False,True,False
C18_negative|IK:FBPFZTCFMRRESA-KVTDHHQDSA-N,0,0.0,94,89.52380952380952,11,10.476190476190476,11,129169.86488432746,0.0,426726636018.4873,C18_negative|IK:FBPFZTCFMRRESA-KVTDHHQDSA-N,C18_negative,Mannitol,FBPFZTCFMRRESA-KVTDHHQDSA-N,C00392,16899.0,0.996942299827116,0.89984584,4.0,False,True,False
C18_negative|IK:FBPFZTCFMRRESA-UHFFFAOYSA-N,0,0.0,94,89.52380952380952,11,10.476190476190476,11,431206.10781024693,0.0,2773595624425.409,C18_negative|IK:FBPFZTCFMRRESA-UHFFFAOYSA-N,C18_negative,Hexitol,FBPFZTCFMRRESA-UHFFFAOYSA-N,,,0.9974693356214864,0.8861009,1.0,False,True,False
C18_negative|IK:FEGXTMHRTZJSIG-MVXUSQBOSA-N,0,0.0,79,75.23809523809524,26,24.761904761904763,26,54142.05627338919,0.0,20120818652.37647,C18_negative|IK:FEGXTMHRTZJSIG-MVXUSQBOSA-N,C18_negative,"NCGC00381210-01_C18H32O11_(2E)-4-Hydroxy-3,4-dimethyl-2-penten-1-yl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside",FEGXTMHRTZJSIG-MVXUSQBOSA-N,,,0.9951683170111744,0.36061954,2.0,False,False,False
C18_negative|IK:FFDULTAFAQRACT-XKBSQSBASA-N,0,0.0,91,86.66666666666667,14,13.333333333333334,14,28785.07287089243,0.0,8006515815.984024,C18_negative|IK:FFDULTAFAQRACT-XKBSQSBASA-N,C18_negative,Liriodendrin,FFDULTAFAQRACT-XKBSQSBASA-N,,,0.8223496639544334,0.6459108,1.0,False,True,False
C18_negative|IK:FJKROLUGYXJWQN-UHFFFAOYSA-N,0,0.0,93,88.57142857142857,12,11.428571428571429,12,1401014.0411886608,0.0,56476938380897.58,C18_negative|IK:FJKROLUGYXJWQN-UHFFFAOYSA-N,C18_negative,4-Oxoniobenzoate,FJKROLUGYXJWQN-UHFFFAOYSA-N,C00156,30763.0,0.9978867373409572,0.80741185,4.0,False,True,False
C18_negative|IK:FNUPUYFWZXZMIE-LSDHHAIUSA-N,0,0.0,95,90.47619047619048,10,9.523809523809524,10,10202.825842156439,0.0,1876207574.8874524,C18_negative|IK:FNUPUYFWZXZMIE-LSDHHAIUSA-N,C18_negative,Fustin,FNUPUYFWZXZMIE-LSDHHAIUSA-N,,,0.9983620598716888,0.4229066,1.0,False,True,False
C18_negative|IK:FQFJIJMMCVBRBL-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,113987.9911752024,0.0,125141278694.72496,C18_negative|IK:FQFJIJMMCVBRBL-UHFFFAOYSA-N,C18_negative,"1-(2,3-Dibenzimidazol-2-ylpropyl)-2-methoxybenzene",FQFJIJMMCVBRBL-UHFFFAOYSA-N,,,0.616184817761083,0.3403311,1.0,False,False,False
C18_negative|IK:FQWZGEBZILOCET-BJGSYIFTSA-N,0,0.0,73,69.52380952380952,32,30.476190476190474,32,36136.92543139474,0.0,5060445991.08772,C18_negative|IK:FQWZGEBZILOCET-BJGSYIFTSA-N,C18_negative,Z-Gmca,FQWZGEBZILOCET-BJGSYIFTSA-N,,,0.9998075069060016,0.466011,1.0,False,False,False
C18_negative|IK:FTVWIRXFELQLPI-UHFFFAOYSA-N,0,0.0,29,27.61904761904762,76,72.38095238095238,76,97578.48983628933,62375.53581967205,15714818570.174316,C18_negative|IK:FTVWIRXFELQLPI-UHFFFAOYSA-N,C18_negative,"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one",FTVWIRXFELQLPI-UHFFFAOYSA-N,,,0.99916433004607,0.8710641,2.0,False,False,False
C18_negative|IK:FTVWIRXFELQLPI-ZDUSSCGKSA-N,0,0.0,3,2.857142857142857,102,97.14285714285714,102,906378.297589339,926710.2946347818,39438282325.34472,C18_negative|IK:FTVWIRXFELQLPI-ZDUSSCGKSA-N,C18_negative,Naringenin,FTVWIRXFELQLPI-ZDUSSCGKSA-N,C00509,17846.0,0.7943578343850111,0.43813035,1.0,False,False,False
C18_negative|IK:FUQGIYDZGLORRC-UHFFFAOYSA-N,0,0.0,41,39.04761904761905,64,60.95238095238095,64,179897.41441968398,98987.078323178,92721130398.90479,C18_negative|IK:FUQGIYDZGLORRC-UHFFFAOYSA-N,C18_negative,CID 240469,FUQGIYDZGLORRC-UHFFFAOYSA-N,,,0.9993140698602024,0.46517533,1.0,False,False,False
C18_negative|IK:FYKXUGIGKHKTDH-UHFFFAOYSA-N,0,0.0,97,92.38095238095238,8,7.619047619047619,8,8952.752908597571,0.0,1461444779.37013,C18_negative|IK:FYKXUGIGKHKTDH-UHFFFAOYSA-N,C18_negative,2-Methyl-4-oxo-heptadecanoic acid,FYKXUGIGKHKTDH-UHFFFAOYSA-N,,,0.966452132809339,0.33948246,1.0,True,True,False
C18_negative|IK:GAMYVSCDDLXAQW-UHFFFAOYSA-N,0,0.0,93,88.57142857142857,12,11.428571428571429,12,21631.986388203874,0.0,5370897103.9299965,C18_negative|IK:GAMYVSCDDLXAQW-UHFFFAOYSA-N,C18_negative,Chrysoeriol-7-O-beta-D-glucoside,GAMYVSCDDLXAQW-UHFFFAOYSA-N,,,0.996706829166508,0.6926417,1.0,False,True,False
C18_negative|IK:GEYBMYRBIABFTA-UHFFFAOYSA-N,0,0.0,6,5.714285714285714,99,94.28571428571429,99,103677.66959386054,110674.7122775428,734191672.7993166,C18_negative|IK:GEYBMYRBIABFTA-UHFFFAOYSA-N,C18_negative,2-Azaniumyl-3-(4-methoxyphenyl)propanoate,GEYBMYRBIABFTA-UHFFFAOYSA-N,,,0.9997136500112512,0.3399,1.0,False,False,False
C18_negative|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,4078.716960071952,0.0,528482399.2858746,C18_negative|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,C18_negative,Adenine,GFFGJBXGBJISGV-UHFFFAOYSA-N,C00147,16708.0,,0.759111,1.0,True,True,True
C18_negative|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N,0,0.0,70,66.66666666666667,35,33.333333333333336,35,90780.66355788732,0.0,44416709581.46156,C18_negative|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N,C18_negative,(+-)-Pantothenic acid,GHOKWGTUZJEAQD-UHFFFAOYSA-N,,,0.9976289554605462,0.7317603,3.0,False,False,False
C18_negative|IK:GKAJCVFOJGXVIA-UHFFFAOYSA-N,0,0.0,21,20.0,84,80.0,84,659025.6627901528,195611.6560419984,1002736259647.7201,C18_negative|IK:GKAJCVFOJGXVIA-UHFFFAOYSA-N,C18_negative,Ponticin,GKAJCVFOJGXVIA-UHFFFAOYSA-N,,,0.9969677421567122,0.57519966,1.0,False,False,False
C18_negative|IK:GLDQAMYCGOIJDV-UHFFFAOYSA-N,0,0.0,91,86.66666666666667,14,13.333333333333334,14,23222.715893310593,0.0,5504101419.951954,C18_negative|IK:GLDQAMYCGOIJDV-UHFFFAOYSA-N,C18_negative,"2,3-Dihydroxybenzoic acid",GLDQAMYCGOIJDV-UHFFFAOYSA-N,C00196,18026.0,0.9947623842129764,0.8125849,3.0,False,True,False
C18_negative|IK:GUBGYTABKSRVRQ-QUYVBRFLSA-N,0,0.0,37,35.23809523809524,68,64.76190476190476,68,3652219.4689664743,2770198.823576369,16946585612612.783,C18_negative|IK:GUBGYTABKSRVRQ-QUYVBRFLSA-N,C18_negative,beta-Maltose,GUBGYTABKSRVRQ-QUYVBRFLSA-N,,,0.7273548326633721,0.6191925,4.0,False,False,False
C18_negative|IK:GUNGQVJAKLIYDG-JXMROGBWSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,19185.029331353195,0.0,1792301975.834904,C18_negative|IK:GUNGQVJAKLIYDG-JXMROGBWSA-N,C18_negative,2'-Hydroxy-4'-Methoxychalcone,GUNGQVJAKLIYDG-JXMROGBWSA-N,,,0.9967527292648664,0.38334098,1.0,False,False,False
